symbol,company_name,sector,market_cap,market_cap_class,current_price,beta,volatility_30d,volatility_90d,open,high,low,close,volume,return_1m,return_3m,return_6m,return_1y,return_3y,dividend_yield,risk_bucket,last_updated,ticker,ticker_yf
JKLAKSHMI.NS,JK Lakshmi Cement Limited,Cement,95144288256,Small Cap,766.4,0.233,24.92,23.41,784.0,784.0,765.0,766.4,42403,-6.41,-14.49,-5.45,-10.47,8.4,83.0,Medium,2025-12-17 18:22:41,JKLAKSHMI,JKLAKSHMI.NS
GNFC.NS,Gujarat Narmada Valley Fertilizers & Chemicals Limited,Chemicals,72198930432,Small Cap,490.05,-0.243,20.2,17.33,492.9,495.05,488.25,490.05,82415,-0.77,-5.07,-2.37,-18.16,-7.02,366.0,Medium,2025-12-17 18:22:41,GNFC,GNFC.NS
RELAXO.NS,Relaxo Footwears Limited,Retail,100088201216,Small Cap,401.25,0.269,24.58,31.0,402.4,403.0,399.3,401.25,44984,-2.99,-19.0,-1.09,-38.37,-54.89,75.0,Medium,2025-12-17 18:22:46,RELAXO,RELAXO.NS
SYMPHONY.NS,Symphony Limited,Consumer Durables,59074572288,Small Cap,860.25,0.274,15.81,17.48,865.0,865.35,856.7,860.25,30946,-0.9,-8.55,-20.16,-37.13,4.66,46.0,Medium,2025-12-17 18:22:47,SYMPHONY,SYMPHONY.NS
SAFARI.NS,Safari Industries (India) Limited,Consumer Durables,108988227584,Small Cap,2224.6,-0.74,34.59,28.41,2260.0,2260.0,2207.4,2224.6,18323,-2.78,-1.89,5.06,-17.96,62.53,18.0,Medium,2025-12-17 18:22:47,SAFARI,SAFARI.NS
VIPIND.NS,V.I.P. Industries Limited,Consumer Durables,50314620928,Small Cap,354.2,-0.026,29.92,27.69,351.5,355.0,350.0,354.2,59342,-8.77,-20.47,-11.42,-24.99,-41.36,0.0,Medium,2025-12-17 18:22:48,VIPIND,VIPIND.NS
NETWORK18.NS,Network18 Media & Investments Limited,Media,64511508480,Small Cap,41.82,0.099,19.14,21.01,42.6,42.85,41.65,41.82,1880917,-8.79,-24.93,-20.33,-43.76,-36.83,0.0,High,2025-12-17 18:22:49,NETWORK18,NETWORK18.NS
RAYMOND.NS,Raymond Limited,Textiles,28856700928,Small Cap,433.6,-0.167,27.96,26.84,444.5,445.3,426.25,433.6,394727,-14.54,-30.6,-26.03,-75.71,-72.32,0.0,High,2025-12-17 18:22:52,RAYMOND,RAYMOND.NS
TCI.NS,Transport Corporation of India Limited,Logistics,79013453824,Small Cap,1029.8,-0.034,16.19,18.4,1033.4,1038.8,1024.0,1029.8,20478,-8.77,-13.13,-6.85,-11.57,48.86,121.0,Medium,2025-12-17 18:22:53,TCI,TCI.NS
MAHLOG.NS,Mahindra Logistics Limited,Logistics,31137804288,Small Cap,313.95,0.024,28.55,28.29,318.55,319.25,310.0,313.95,60189,-5.02,-11.68,-3.07,-18.4,-12.28,72.0,Medium,2025-12-17 18:22:53,MAHLOG,MAHLOG.NS
